Isin,Name,Asset,Region,Volatility,Strategy
IE00BKTLJB70,iShares Smart City Infrastructure UCITS ETF USD (Dist),Equity,World,15.89,Long-only
IE00BGJWWX56,Invesco Euro Government Bond UCITS ETF Dist,Bonds,Europe,7.36,Long-only
IE00BDZCKK11,Invesco S&P 500 QVM UCITS ETF,Equity,,17.39,Long-only
LU1753045928,BNP Paribas Easy MSCI Japan SRI S-Series PAB 5% Capped UCITS ETF EUR Dis,Equity,,17.45,Long-only
LU1287022708,Amundi Pan Africa UCITS ETF Acc,Equity,Africa,17.11,Long-only
IE00BMTX2B82,iShares AEX UCITS ETF EUR (Acc),Equity,,16.24,Long-only
IE00B435BG20,Invesco US Consumer Staples Sector UCITS ETF,Equity,,15.31,Long-only
IE00BQZJBM26,WisdomTree Emerging Markets SmallCap Dividend UCITS ETF,Equity,Emerging Markets,11.54,Long-only
IE00B51B7Z02,HSBC MSCI Canada UCITS ETF USD,Equity,,16.48,Long-only
LU0292104899,Xtrackers MSCI Europe Utilities ESG Screened UCITS ETF 1C,Equity,Europe,16.05,Long-only
IE00B60SWY32,Invesco MSCI Europe UCITS ETF,Equity,Europe,14.12,Long-only
IE00BGJWX091,Xtrackers S&P 500 UCITS ETF 1D EUR Hedged,Equity,,20.33,Long-only
FR0012399731,Amundi EURO STOXX 50 II UCITS ETF CHF Hedged Acc,Equity,Europe,18.19,Long-only
JE00B5SV2703,WisdomTree Silver - EUR Daily Hedged,Precious Metals,,28.54,Long-only
IE00BNDS1W07,Vanguard ESG Global Corporate Bond UCITS ETF USD Hedged Accumulating,Bonds,World,9.59,Long-only
IE00BG0SSC32,First Trust Dow Jones Internet UCITS ETF Acc,Equity,,29.98,Long-only
IE00BD6GCF16,First Trust US Equity Income UCITS ETF Acc,Equity,,19.26,Long-only
LU1291091228,BNP Paribas Easy FTSE EPRA/NAREIT Developed Europe UCITS ETF QD,Real Estate,Europe,23.78,Long-only
DE000A2UDH55,Xtrackers IE Physical Silver EUR Hedged ETC Securities,Precious Metals,,27.24,Long-only
LU2355200523,Amundi Global Aggregate Bond UCITS ETF DR - GBP Hedged (D),Bonds,World,10.71,Long-only
LU1681043912,Amundi MSCI China Tech ESG Screened UCITS ETF EUR Acc,Equity,,23.2,Long-only
IE00BQZJBX31,WisdomTree Europe Equity Income UCITS ETF,Equity,Europe,13.48,Long-only
LU2099991536,UBS ETF (LU) Bloomberg MSCI Global Liquid Corporates Sustainable UCITS ETF (USD) A-acc,Bonds,World,9.8,Long-only
LU2194449075,BNP Paribas Easy Low Carbon 300 World PAB UCITS ETF Acc,Equity,World,13.29,Long-only
IE00B5MTWD60,Invesco European Banks Sector UCITS ETF,Equity,Europe,23.51,Long-only
DE000ETFL045,Deka STOXX Europe Strong Value 20 UCITS ETF,Equity,Europe,23.99,Long-only
LU1974696095,UBS ETF (LU) J.P. Morgan USD EM IG ESG Diversified Bond UCITS ETF,Bonds,Emerging Markets,11.08,Long-only
IE00BFMXYY33,Vanguard FTSE Japan UCITS ETF EUR Hedged Accumulating,Equity,,19.82,Long-only
IE00BG13YJ64,iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Dist),Equity,Europe,15.57,Long-only
IE00BF4TWC33,WisdomTree Industrial Metals Enhanced,Commodities,,20.49,Long-only
LU1459803059,UBS ETF (LU) Bloomberg TIPS 10+ UCITS ETF (hedged to EUR) A-acc,Bonds,,21.2,Long-only
IE00BX7RS779,UBS ETF (IE) MSCI Australia UCITS ETF (hedged to CHF) A-acc,Equity,,13.44,Long-only
IE00BJSBC011,Goldman Sachs Access China Government Bond UCITS ETF USD (Acc),Bonds,,6.96,Long-only
CH1102728750,21Shares Cardano ETP,Cryptocurrencies,,74.61,Long-only
IE00BDGV0308,UBS ETF (IE) MSCI USA Select Factor Mix UCITS ETF (USD) A-dis,Equity,,16.95,Long-only
IE00BHZRQY00,Franklin FTSE Brazil UCITS ETF,Equity,,26.93,Long-only
IE00BX7RS555,UBS ETF (IE) MSCI Australia UCITS ETF (hedged to USD) A-acc,Equity,,12.75,Long-only
CH0496484640,21Shares Bitcoin Suisse Index ETP,Cryptocurrencies,,58.85,Long-only
IE00B60SWT88,Invesco FTSE 100 UCITS ETF,Equity,,13.74,Long-only
IE000HH3SU50,iShares MSCI Europe Paris-Aligned Climate UCITS ETF EUR (Dist),Equity,Europe,17.49,Long-only
LU1910940425,Amundi Global Government Inflation-Linked Bond 1-10Y UCITS ETF GBP Hedged Dist,Bonds,World,11.03,Long-only
LU1737653714,AMUNDI EURO GOVERNMENT BOND UCITS ETF Dist,Bonds,Europe,7.05,Long-only
IE00BG13YG34,iShares Edge MSCI Europe Quality Factor UCITS ETF EUR (Dist),Equity,Europe,14.4,Long-only
IE00BKPX3K41,iShares MSCI AC Far East ex-Japan UCITS ETF USD (Acc),Equity,Asia & Pacific,17.7,Long-only
IE00BQZJC527,WisdomTree Europe SmallCap Dividend UCITS ETF,Equity,Europe,16.36,Long-only
LU0592217524,Xtrackers MSCI EFM Africa Top 50 Capped Swap UCITS ETF 1C,Equity,Africa,18.71,Long-only
IE00B5MTWY73,Invesco European Basic Resources Sector UCITS ETF,Equity,Europe,26.7,Long-only
IE00BKPSPT20,First Trust Global Capital Strength ESG Leaders UCITS ETF Class A Accumulation,Equity,World,11.12,"Long-only, Active"
LU2037749152,Amundi US Corporate Bond UCITS ETF Dist,Bonds,World,10.46,Long-only
LU0614173895,Xtrackers II Eurozone Government Bond 3-5 UCITS ETF 1D,Bonds,Europe,4.2,Long-only
IE00BDF16114,WisdomTree Europe SmallCap Dividend UCITS ETF Acc,Equity,Europe,16.47,Long-only
IE00BJK9HH50,JPMorgan BetaBuilders US Treasury Bond UCITS ETF USD (Acc),Bonds,,10.39,Long-only
LU1215452092,UBS ETF (LU) Factor MSCI EMU Quality ESG UCITS ETF (hedged to CHF) A-acc,Equity,Europe,18.11,Long-only
DE000ETFL128,Deka iBoxx EUR Liquid Sovereign Diversified 1-3 UCITS ETF,Bonds,Europe,2.41,Long-only
LU0468897110,Xtrackers II Germany Government Bond 1-3 UCITS ETF 1D,Bonds,,1.75,Long-only
IE00BYV1YH46,Fidelity Global Quality Income UCITS ETF (EUR Hedged),Equity,World,15.54,Long-only
IE00BJBLDJ48,Ossiam US ESG Low Carbon Equity Factors UCITS ETF 1A (USD),Equity,,18.18,"Long-only, Active"
LU1750178011,Market Access STOXX China A Minimum Variance UCITS ETF,Equity,,18.66,Long-only
IE00BYTH5R14,SPDR S&P US Dividend Aristocrats ESG UCITS ETF (Dist),Equity,,15.56,Long-only
IE00BYQCZJ13,WisdomTree Japan Equity UCITS ETF EUR Hedged Acc,Equity,,20.87,Long-only
IE00BYVZV757,JPMorgan BetaBuilders EUR Government Bond 1-3 UCITS ETF EUR (Acc),Bonds,Europe,1.92,Long-only
NL0009690254,VanEck iBoxx EUR Sovereign Diversified 1-10 UCITS ETF,Bonds,Europe,7.34,Long-only
IE00BZ4BMM98,Invesco EURO STOXX High Dividend Low Volatility UCITS ETF,Equity,Europe,13.98,Long-only
LU1169820138,UBS ETF (LU) MSCI EMU UCITS ETF (hedged to GBP) A-acc,Equity,Europe,17.82,Long-only
IE00BS7K8821,SPDR Bloomberg 3-5 Year Euro Government Bond UCITS ETF,Bonds,Europe,4.07,Long-only
LU1484799926,UBS ETF (LU) Bloomberg MSCI Euro Area Liquid Corporates Sustainable UCITS ETF (hedged to USD) A-dis,Bonds,Europe,9.45,Long-only
LU1781540957,Lyxor Core US Equity (DR) UCITS ETF - Dist,Equity,,19.89,Long-only
IE00BM9GRM34,Fidelity Sustainable Global Corporate Bond Paris-Aligned Multifactor UCITS ETF INC-USD,Bonds,World,9.3,"Long-only, Active"
IE00BYYLVJ24,UBS ETFs (IE) Bloomberg Commodity CMCI SF UCITS ETF (hedged to EUR) A-acc,Commodities,,16.99,Long-only
LU2082998837,Amundi STOXX Europe 600 Technology UCITS ETF Dist,Equity,Europe,25.85,Long-only
IE00BG0NY640,Invesco MSCI Europe ESG Leaders Catholic Principles UCITS ETF A,Equity,Europe,15.69,Long-only
NL0009272780,VanEck Multi-Asset Growth Allocation UCITS ETF,Equity,World,8.56,Long-only
LU1602145036,Amundi Index MSCI Pacific ex Japan SRI PAB UCITS ETF DR USD (C),Equity,Asia & Pacific,14.81,Long-only
IE00B3XM3R14,Invesco US Materials Sector UCITS ETF,Equity,,19.31,Long-only
IE00BYVDRD78,UBS ETF (IE) MSCI ACWI SF UCITS ETF (hedged to EUR) A-UKdis,Equity,World,15.51,Long-only
LU2370241684,Amundi Corporate Green Bond UCITS ETF Acc,Bonds,World,4.95,Long-only
IE00B2NPL135,iShares Emerging Market Infrastructure UCITS ETF,Equity,Emerging Markets,17.21,Long-only
JE00B44F1611,WisdomTree WTI Crude Oil - EUR Daily Hedged,Commodities,,36.4,Long-only
IE00BDR55D61,UBS ETF (IE) MSCI ACWI Socially Responsible UCITS ETF (hedged to CHF) A-dis,Equity,World,16.76,Long-only
DE000ETF7029,Amundi Multi-Asset Portfolio Defensive UCITS ETF Dist,Equity,World,5.6,"Long-only, Active"
LU1169825954,UBS ETF (LU) MSCI Singapore UCITS ETF (SGD) A-dis,Equity,,13.83,Long-only
IE00B8KMSQ34,Xtrackers S&P 500 UCITS ETF 3C CHF hedged,Equity,,19.42,Long-only
IE00B58ZM503,UBS ETF (IE) Bloomberg Commodity Index SF UCITS ETF (EUR) A-acc,Commodities,,18.51,Long-only
LU0292106084,Xtrackers MSCI Europe Industrials ESG Screened UCITS ETF 1C,Equity,Europe,18.8,Long-only
IE00BZ171348,iShares Global AAA-AA Government Bond UCITS USD (Acc),Bonds,World,9.93,Long-only
IE00BK5LYT47,Invesco MSCI USA UCITS ETF Dist,Equity,,18.58,Long-only
IE00BN0YSK89,Ossiam Food for Biodiversity UCITS ETF 1A (EUR),Equity,World,12.66,"Long-only, Active"
IE00BF541080,VanEck Emerging Markets High Yield Bond UCITS ETF,Bonds,Emerging Markets,7.7,Long-only
IE00B94ZB998,Invesco Morningstar US Energy Infrastructure MLP UCITS ETF Acc,Equity,,20.2,Long-only
LU2082996112,Amundi STOXX Europe 600 Banks UCITS ETF Dist,Equity,Europe,22.79,Long-only
LU1686830065,Amundi Euro Corporate 0-1Y ESG UCITS ETF DR (D),Bonds,World,2.84,Long-only
IE00BDR5GY45,UBS ETF (IE) Global Gender Equality UCITS ETF (hedged to USD) A-acc,Equity,World,12.7,Long-only
GB00BLD4ZN31,CoinShares Physical XRP,Cryptocurrencies,,75.59,Long-only
IE00B4556L06,iShares Physical Palladium ETC,Precious Metals,,43.56,Long-only
IE00BKW9SX35,Invesco S&P 500 Low Volatility UCITS ETF Acc,Equity,,14.86,Long-only
LU1169827224,UBS ETF (LU) MSCI Hong Kong UCITS ETF (HKD) A-dis,Equity,,18.98,Long-only
IE00BJK9H753,JPMorgan BetaBuilders US Equity UCITS ETF (Acc),Equity,,18.62,Long-only
IE00BD842Y21,First Trust Global Equity Income UCITS ETF Dist,Equity,World,12.38,Long-only
IE00BJXT3L85,UBS ETF (IE) MSCI USA Socially Responsible UCITS ETF (hedged to CHF) A-acc,Equity,,21.42,Long-only
IE00BKWD3D06,Invesco US Treasury Bond 0-1 Year UCITS ETF Acc,Bonds,,7.92,Long-only
IE00BDGV0C91,UBS ETF (IE) MSCI USA Select Factor Mix UCITS ETF (hedged to CHF) A-acc,Equity,,18.24,Long-only
IE00BDR5H073,UBS ETF (IE) Global Gender Equality UCITS ETF (hedged to EUR) A-acc,Equity,World,14.64,Long-only
IE00BFMKQ930,Xtrackers USD Corporate Bond Short Duration SRI PAB UCITS ETF 2C - EUR Hedged,Bonds,World,8.32,Long-only
DE000ETFL433,Deka DAX ex Financials 30 UCITS ETF,Equity,,17.68,Long-only
CH0568452707,AMINA Crypto Asset Select Index ETP,Cryptocurrencies,,61.01,Long-only
LU0321463506,Xtrackers iBoxx Germany Covered Swap UCITS ETF 1C,Bonds,,4.26,Long-only
IE00BXDZNK39,UBS ETF (IE) Factor MSCI USA Quality ESG UCITS ETF (hedged to GBP) A-dis,Equity,,22.93,Long-only
LU1094612022,Xtrackers II Harvest China Government Bond UCITS ETF 1D,Bonds,,7.15,Long-only
IE00BKY55W78,HSBC Europe Sustainable Equity UCITS ETF EUR,Equity,Europe,14.36,Long-only
IE00BMVB5N38,Vanguard LifeStrategy 40% Equity UCITS ETF Distributing,Equity,World,6.56,"Long-only, Active"
LU1910939849,Amundi Global Government Inflation-Linked Bond 1-10Y UCITS ETF Dist,Bonds,World,8.5,Long-only
DE000A2QP331,iShares Core DAX® UCITS ETF (DE) EUR (Dist),Equity,,17.13,Long-only
LU0292109005,Xtrackers MSCI EM Europe Middle East and Africa ESG Swap UCITS ETF 1C,Equity,Emerging Markets,16.09,Long-only
IE00BNDS1S60,Vanguard ESG Global Corporate Bond UCITS ETF CHF Hedged Distributing,Bonds,World,12.03,Long-only
IE00B4TXPP71,Invesco Commodity Composite UCITS ETF Acc,Commodities,,16.92,Long-only
LU1650487926,Amundi Euro Government Bond 1-3Y UCITS ETF Dist,Bonds,Europe,1.98,Long-only
IE00BLLZQS08,iShares Moderate Portfolio UCITS ETF EUR (Acc),Equity,World,7.52,"Long-only, Active"
IE00BKWD3C98,Invesco US Treasury Bond 0-1 Year UCITS ETF Dist,Bonds,,7.94,Long-only
IE00BF59RV63,JPMorgan USD Corporate Bond Research Enhanced Index (ESG) UCITS ETF,Bonds,World,10.63,"Long-only, Active"
IE00BP2C1S34,HSBC MSCI USA Climate Paris Aligned UCITS ETF USD Acc,Equity,,19.86,Long-only
IE00BWT3KS11,UBS ETF (IE) MSCI Australia UCITS ETF (hedged to EUR) A-acc,Equity,,12.69,Long-only
LU1645386308,UBS ETF (LU) J.P. Morgan USD EM Diversified Bond 1-5 UCITS ETF (hedged to EUR) A-dis,Bonds,Emerging Markets,8.29,Long-only
IE00BMYDMB35,L&G Quality Equity Dividends ESG Exclusions Asia Pacific ex-Japan UCITS ETF,Equity,Asia & Pacific,13.31,Long-only
IE00BSPLC306,SPDR MSCI Europe Value UCITS ETF,Equity,Europe,14.4,Long-only
IE00BL6K8C82,iShares MSCI Europe Paris-Aligned Climate UCITS ETF EUR (Acc),Equity,Europe,14.42,Long-only
LU0514694370,Xtrackers MSCI Malaysia UCITS ETF 1C,Equity,,11.92,Long-only
IE0007EH5UK6,L&G ESG Emerging Markets Corporate Bond (USD) UCITS ETF CHF Hedged Acc,Bonds,Emerging Markets,9.91,Long-only
LU1273642907,UBS ETF (LU) MSCI EMU Socially Responsible UCITS ETF (hedged to CHF) A-dis,Equity,Europe,16.2,Long-only
IE00BP2C0316,HSBC MSCI Europe Climate Paris Aligned UCITS ETF EUR Acc,Equity,Europe,14.58,Long-only
IE000A8N67F3,Invesco MSCI USA ESG Universal Screened UCITS ETF Dist,Equity,,18.94,Long-only
IE00BDT8V027,Invesco Preferred Shares UCITS ETF EUR Hedged Dist,Equity,,14.83,Long-only
LU0721552544,UBS ETF (LU) Bloomberg US 1-3 Year Treasury Bond UCITS ETF (USD) A-dis,Bonds,,8.2,Long-only
IE00BNC1F287,Guinness Sustainable Energy UCITS ETF Accumulating,Equity,World,20.92,"Long-only, Active"
LU1681037948,Amundi Japan Topix UCITS ETF Daily Hedged USD,Equity,,19.96,Long-only
IE00BMDBMT65,Invesco MSCI Pacific Ex Japan ESG Universal Screened UCITS ETF Acc,Equity,Asia & Pacific,14.38,Long-only
IE00BL977C92,iShares MSCI China UCITS ETF USD (Dist),Equity,,26.47,Long-only
IE00BMG8GR03,Fidelity Global Quality Income UCITS ETF (CHF Hedged),Equity,World,15.6,Long-only
IE00B5B5TG76,Invesco EURO STOXX 50 UCITS ETF Dist,Equity,Europe,17.77,Long-only
LU2240851688,Amundi DAX 50 ESG UCITS ETF DR (C),Equity,,17.22,Long-only
LU0959210278,Amundi S&P Eurozone Dividend Aristocrat ESG UCITS ETF Dist,Equity,Europe,14.37,Long-only
LU2314312922,BNP Paribas Easy MSCI China Select SRI S-Series 10% Capped UCITS ETF USD Acc,Equity,,27.73,Long-only
IE00BVXBH163,WisdomTree Europe Equity UCITS ETF USD Hedged,Equity,Europe,16.03,Long-only
LU1285959885,Amundi USD Corporate Bond PAB Net Zero Ambition UCITS ETF Acc,Bonds,World,10.31,Long-only
NL0009272764,VanEck Multi-Asset Conservative Allocation UCITS ETF,Equity,World,5.92,Long-only
NL0009272756,VanEck AMX UCITS ETF,Equity,,17.38,Long-only
LU2194286006,UBS ETF (LU) J.P. Morgan EMU Government ESG Liquid Bond UCITS ETF (EUR) A-acc,Bonds,Europe,7.4,Long-only
IE00BG88WG77,WisdomTree Enhanced Commodity UCITS ETF EUR Hedged Acc,Commodities,,16.97,Long-only
IE00BMQ5Y557,Tabula Global IG Credit Curve Steepener UCITS ETF (EUR) Acc,Bonds,World,2.28,Long-only
IE00BL58LL31,Xtrackers USD Corporate Bond SRI PAB UCITS ETF 2C - EUR Hedged,Bonds,World,12.94,Long-only
IE00BYSX4176,Fidelity Europe Quality Income UCITS ETF,Equity,Europe,14.49,Long-only
LU2182388665,Amundi US Treasury Bond 0-1Y UCITS ETF Acc,Bonds,,7.92,Long-only
IE00BJFN5P63,WisdomTree USD Floating Rate Treasury Bond UCITS ETF USD,Bonds,,7.88,Long-only
LU2082998167,Amundi STOXX Europe 600 Energy ESG Screened UCITS ETF Dist,Equity,Europe,22.44,Long-only
DE000ETF7037,Amundi Multi-Asset Portfolio Offensive UCITS ETF Dist,Equity,World,10.72,"Long-only, Active"
JE00BN7KB441,WisdomTree Corn,Commodities,,24.61,Long-only
IE00BP8FKB21,Xtrackers FTSE Developed Europe Ex UK Property UCITS ETF 1C,Real Estate,Europe,24.82,Long-only
IE00BQXKVQ19,Xtrackers MSCI GCC Select Swap UCITS ETF 1C,Equity,Emerging Markets,14.72,Long-only
LU0908501132,Amundi MSCI EMU ESG CTB Net Zero Ambition UCITS ETF Dist,Equity,Europe,17.67,Long-only
IE00BKSCBW67,UBS ETF (IE) MSCI World Small Cap Socially Responsible UCITS ETF (USD) A-dis,Equity,World,16.85,Long-only
LU0599612842,Ossiam Europe ESG Machine Learning UCITS ETF 1C (EUR),Equity,Europe,11.06,"Long-only, Active"
IE00BFTWP510,SPDR EURO STOXX Low Volatility UCITS ETF,Equity,Europe,12.27,Long-only
IE00BMYDMC42,L&G Quality Equity Dividends ESG Exclusions Emerging Markets UCITS ETF,Equity,Emerging Markets,11.32,Long-only
IE00B40QP990,Invesco Physical Platinum,Precious Metals,,24.4,Long-only
IE00BF2B0N83,Franklin Global Equity SRI UCITS ETF,Equity,World,11.94,Long-only
LU1459800113,UBS ETF (LU) Bloomberg US 10+ Year Treasury Bond UCITS ETF (hedged to EUR) A-dis,Bonds,,19.15,Long-only
IE00BYQCZF74,WisdomTree Japan Equity UCITS ETF GBP Hedged,Equity,,22.25,Long-only
IE00B5MTY077,Invesco European Chemicals Sector UCITS ETF,Equity,Europe,17.36,Long-only
GB00B15KY872,WisdomTree Zinc,Commodities,,27.55,Long-only
LU0942970285,Xtrackers II ESG Global Aggregate Bond UCITS ETF 2C - USD Hedged,Bonds,World,9.15,Long-only
IE00BDF12W49,WisdomTree Emerging Markets Equity Income UCITS ETF Acc,Equity,Emerging Markets,12.73,Long-only
LU1127516455,Xtrackers MSCI EMU UCITS ETF 2C GBP hedged,Equity,Europe,17.81,Long-only
LU0494592974,Xtrackers Australia Government Bond UCITS ETF 1C,Bonds,,10.81,Long-only
IE00BPVLQF37,Xtrackers MSCI Japan ESG Screened UCITS ETF 2D GBP Hedged,Equity,,22.19,Long-only
JE00B4RKQV36,WisdomTree Gold - EUR Daily Hedged,Precious Metals,,14.1,Long-only
IE00BL643144,Global Balance Fund UCITS ETF Accumulating,Equity,World,24.78,"Long-only, Active"
IE00BQN1KC32,iShares Edge MSCI Europe Size Factor UCITS ETF,Equity,Europe,16.24,Long-only
IE00BNTVVR89,HANetf AuAg ESG Gold Mining UCITS ETF,Equity,World,30.87,Long-only
IE00B5MTY309,Invesco European Construction Sector UCITS ETF,Equity,Europe,19.29,Long-only
IE00BMFNW783,HANetf The Travel UCITS ETF,Equity,World,24.43,Long-only
IE00BM9TV208,UBS ETF (IE) S&P Dividend Aristocrats ESG UCITS ETF (hedged to EUR) A-dis,Equity,World,13.05,Long-only
LU2082999132,Amundi STOXX Europe 600 Consumer Discretionary UCITS ETF Dist,Equity,Europe,24.71,Long-only
DE000A0H08L5,iShares STOXX Europe 600 Media UCITS ETF (DE),Equity,Europe,16.11,Long-only
LU1681047400,Amundi EURO STOXX 50 UCITS ETF DR USD (C),Equity,Europe,19.81,Long-only
DE000ETFL292,Deka MSCI Europe MC UCITS ETF,Equity,Europe,15.87,Long-only
LU2037749822,Amundi Index Smart Factory UCITS ETF EUR (C),Equity,World,18.91,Long-only
LU2082996385,Amundi STOXX Europe 600 Basic Resources UCITS ETF Dist,Equity,Europe,25.84,Long-only
LU1645381689,UBS ETF (LU) Bloomberg Euro Inflation Linked 10+ UCITS ETF (EUR) A-dis,Bonds,Europe,14.66,Long-only
IE000CR424L6,iShares MSCI Europe SRI UCITS ETF EUR Hedged (Dist),Equity,Europe,14.52,Long-only
LU0940748279,UBS ETF (LU) MSCI Pacific (ex Japan) UCITS ETF (USD) A-acc,Equity,Asia & Pacific,14.51,Long-only
IE00BF51K025,Invesco USD Corporate Bond UCITS ETF Dist,Bonds,World,10.47,Long-only
LU1981859819,Amundi Global Aggregate Green Bond 1-10Y UCITS ETF Acc,Bonds,World,5.02,Long-only
IE0003W9O921,Xtrackers USD Corporate Green Bond UCITS ETF 2C Acc USD,Bonds,World,9.36,Long-only
IE00BF0H7608,L&G Pharma Breakthrough UCITS ETF,Equity,World,16.84,Long-only
LU1615090864,BNP Paribas Easy ESG Dividend Europe UCITS ETF,Equity,Europe,14.36,Long-only
IE00BYTH5S21,SPDR S&P Global Dividend Aristocrats ESG UCITS ETF (Dist),Equity,World,13.68,Long-only
LU2082997946,Amundi STOXX Europe 600 Insurance UCITS ETF Dist,Equity,Europe,16.67,Long-only
LU1720938924,UBS ETF (LU) J.P. Morgan EM Multi-Factor Enhanced Local Currency Bond UCITS ETF (USD) A-acc,Bonds,Emerging Markets,8.51,Long-only
IE00BVFZGC04,WisdomTree Bloomberg WTI Crude Oil,Commodities,,36.82,Long-only
JE00B7305Z55,WisdomTree Brent Crude Oil - EUR Daily Hedged,Commodities,,32.31,Long-only
CH0593331561,21Shares Polkadot ETP,Cryptocurrencies,,79.27,Long-only
IE00BF2FL590,First Trust Eurozone AlphaDEX UCITS ETF B Dist,Equity,Europe,19.33,Long-only
IE00BWT3KL42,UBS ETF (IE) Factor MSCI USA Prime Value ESG UCITS ETF (hedged to EUR) A-acc,Equity,,18.15,Long-only
GB00B15KYL00,WisdomTree Grains,Commodities,,22.55,Long-only
LU1273641503,UBS ETF (LU) MSCI USA Socially Responsible UCITS ETF (hedged to CHF) A-acc,Equity,,21.42,Long-only
IE00BF4NC698,UBS ETF (IE) MSCI ACWI Socially Responsible UCITS ETF (hedged to JPY) A-acc,Equity,World,17.47,Long-only
LU1220245556,Amundi MSCI Pacific Ex Japan UCITS ETF Dist,Equity,Asia & Pacific,14.7,Long-only
LU1169819718,UBS ETF (LU) MSCI EMU UCITS ETF (hedged to USD) A-dis,Equity,Europe,15.93,Long-only
IE00BYSX4283,Fidelity Europe Quality Income UCITS ETF,Equity,Europe,14.47,Long-only
IE00BJK9HD13,JPMorgan BetaBuilders EUR Government Bond UCITS ETF EUR (Acc),Bonds,Europe,7.37,Long-only
IE00BMC7BF44,iShares China CNY Government Bond UCITS ETF USD (Dist),Bonds,,7.08,Long-only
IE00BKVKW020,First Trust Value Line® Dividend Index UCITS ETF Acc,Equity,,14.67,Long-only
DE000A3GK2N1,DDA Physical Bitcoin ETP,Cryptocurrencies,,53.63,Long-only
IE00BKY53D40,HSBC UK Sustainable Equity UCITS ETF GBP,Equity,,14.55,Long-only
IE00BM9GRP64,Fidelity Sustainable USD EM Bond UCITS ETF,Bonds,Emerging Markets,8.81,"Long-only, Active"
DE000A0H08P6,iShares STOXX Europe 600 Retail UCITS ETF (DE),Equity,Europe,22.91,Long-only
DE000A2T0VT7,Xtrackers IE Physical Platinum ETC Securities,Precious Metals,,24.39,Long-only
IE00BLP53M98,iShares Conservative Portfolio UCITS ETF EUR (Acc),Equity,World,4.79,"Long-only, Active"
IE00BJQTJ848,Harbor Health Care UCITS ETF Accumulating,Equity,World,24.13,Long-only
LU2265794276,UBS ETF (LU) Solactive China Technology UCITS ETF (USD) A-acc,Equity,,35.57,Long-only
IE00BNC0MD55,UBS ETF (IE) MSCI Japan ESG Universal Low Carbon Select UCITS ETF (JPY) A-acc,Equity,,18.35,Long-only
IE00B5MTXK03,Invesco European Utilities Sector UCITS ETF,Equity,Europe,16.34,Long-only
LU0659579147,Xtrackers MSCI Pakistan Swap UCITS ETF 1C,Equity,,24.57,Long-only
DE000A2QP349,iShares MDAX® UCITS ETF (DE) EUR (Dist),Equity,,19.66,Long-only
IE00BFWXDX52,Franklin USD Investment Grade Corporate Bond UCITS ETF,Bonds,,10.4,"Long-only, Active"
DE000ETFL490,Deka Eurozone Rendite Plus 1-10 UCITS ETF,Bonds,Europe,5.44,Long-only
IE000QOU09J7,iShares China Large Cap UCITS ETF USD (Acc),Equity,,29.65,Long-only
LU1646359882,Amundi Index MSCI Japan SRI PAB UCITS ETF DR Hedged USD (C),Equity,,19.8,Long-only
IE00BLDGHF56,UBS ETF (IE) US Equity Defensive Put Write SF UCITS ETF (USD) A-acc,Equity,,10.27,Long-only
LU1324510525,UBS ETF (LU) Bloomberg US 1-3 Year Treasury Bond UCITS ETF (hedged to EUR) A-dis,Bonds,,7.94,Long-only
IE00BMYMHS24,HANetf Saturna Al-Kawthar Global Focused Equity UCITS ETF Acc,Equity,World,15.45,"Long-only, Active"
LU2090062865,Amundi Euro Government Bond 5-7Y UCITS ETF Dist,Bonds,Europe,6.12,Long-only
IE00B8X9NX34,First Trust Emerging Markets AlphaDEX UCITS ETF Acc,Equity,Emerging Markets,15.24,Long-only
IE00BGJWWW40,Invesco Euro Government Bond 7-10 Year UCITS ETF Dist,Bonds,Europe,8.63,Long-only
IE00BG13YK79,iShares Edge MSCI Europe Minimum Volatility UCITS ETF EUR (Dist),Equity,Europe,11.12,Long-only
IE00BZ0RTB90,UBS ETF (IE) MSCI UK IMI Socially Responsible UCITS ETF (hedged to CHF) A-dis,Equity,,14.33,Long-only
IE00BN4PXC48,UBS ETF (IE) UBS Climate Aware Global Developed Equity CTB UCITS ETF (USD) A-acc,Equity,World,15.03,Long-only
DE000ETFL151,Deka iBoxx EUR Liquid Sovereign Diversified 7-10 UCITS ETF,Bonds,Europe,8.5,Long-only
LU1589350310,Amundi Global Infrastructure UCITS ETF,Equity,World,11.28,Long-only
LU2082997789,Amundi STOXX Europe 600 Industrials UCITS ETF Dist,Equity,Europe,19.18,Long-only
LU1804202403,UBS ETF (LU) MSCI EMU Select Factor Mix UCITS ETF (EUR) A-acc,Equity,Europe,14.8,Long-only
IE00B4LJS984,Invesco Physical Palladium,Precious Metals,,43.67,Long-only
IE00BYPGTJ26,WisdomTree UK Equity Income UCITS ETF,Equity,,16.28,Long-only
IE00BYQCZL35,WisdomTree Japan Equity UCITS ETF CHF Hedged Acc,Equity,,20.58,Long-only
IE00BLSN7X94,UBS ETF (IE) S&P 500 ESG Elite UCITS ETF (hedged to GBP) A-dis,Equity,,21.22,Long-only
LU2082996542,Amundi STOXX Europe 600 Basic Materials UCITS ETF Dist,Equity,Europe,17.3,Long-only
LU0721552973,UBS ETF (LU) Bloomberg US 7-10 Year Treasury Bond UCITS ETF (USD) A-dis,Bonds,,11.77,Long-only
